voiture_seul.e,jamais_avion,pret,vtms_second_main,vrac,produits_locaux,eteindre,baisse_temperature,vegetalien,linge,voiture_seul.e_qual,jamais_avion_qual,pret_qual,vtms_second_main_qual,vrac_qual,produits_locaux_qual,eteindre_qual,baisse_temperature_qual,vegetalien_qual,linge_qual,voiture_seul.e_texte,jamais_avion_texte,pret_texte,vtms_second_main_texte,vrac_texte,produits_locaux_texte,eteindre_texte,baisse_temperature_texte,vegetalien_texte,linge_texte,age,situation,residence,travail
"Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",3,2,3,2,4,3,4,2,4,1,J'envisage de faire le choix de prendre le bus dès que le réseau des bus se développera dans la métropole rennaise (nbre de bus plus important et accès direct par voie dédiée),"Je ne prends déjà quasiment jamais l'avion car vacances dans l'hexagone ou en Europe. Je continuerai à prendre l'avion exceptionnellement pour destinations lointaines car pas le choix (à quand des avions économes en énergie et peu polluants, recherches en cours ?)","Je ne suis pas encore habituée à procéder de cette façon mais pourquoi pas dans un environnement proche (avec des voisins). Que du positif : économie car pas besoin d'acheter le matériel, discussion avec des voisins qui peuvent même m'expliquer le fonctionnement, moins de déchets générés car moins d'appareils en circulation","Je le fais déjà et suis plutôt pour. J'ai horreur du gaspillage et donner une seconde, voire 3ème et 4ème vie aux objets me séduit particulièrement",Je militerais plus pour un changement des emballages réduction au strict nécessaire et utilisation de matériaux recyclable et respectueux de l'environnement,"C'est possible mais difficile de faire marche arrière quand on a déjà gouté à ces bons produits exotiques. En tous cas, on peut en acheter moins souvent et ils pourraient être plus taxés car transport long mauvais pour la planète",Il faudrait installer des interrupteurs couplés à un programmateur (mérite d'être davantage développé au niveau technologique car actuellement pas optimal). Pourquoi pas coupler avec un téléphone portable et éteindre toutes les prises concernées en même temps,Tout à fait possible. Vive le retour des pulls en laine et bouger un peu plus.,Je m'engage par contre à réduire la place de la viande rouge dans mon alimentation pour ma santé et pour l'impact conséquent que représente l'élevage bovin sur la planète,"En fait, je fais un mixte et ne passe au sèche linge que certaines pièces (serviettes éponges et sweatshirts). Sinon, je fais toujours sécher à l'air libre le reste et il parait que c'est même bon pour la santé car humidifie l'air intérieur qui est souvent trop sec",52,3,Principalement citadin,Avec un emploi
"Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",0,2,2,2,5,5,4,1,5,0,,,"
",,,,,,,,64,4,Principalement citadin,Avec un emploi
"Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",4,4,2,0,3,4,2,2,4,1,"Choix de maximiser le covoiturage, sinon vélo, transports en commun autant que possible, sinon télétravail, et en dernier recours, utiliser la voiture seule. Choix fait pour limiter la pollution","J'ai de la famille sur un autre continent, donc pas possible pour moi de ne plus y aller du tout. Sinon, je suis aussi amenée à prendre l'avion pour le travail (congrès) ou des voyages touristiques (seulement si dans un pays étranger non frontalier). Au final, je prends l'avion environ 1 fois par an. Bénéfices personnels ou professionnels, mais tout en tentant de ne pas prendre l'avion à tout va. Aucun voyage interne en avion, même si des fois le train coûte plus cher au final. ","Limiter l'achat d'outils chers et que j'utiliserai peu pour des questions financières, environnementales, et éviter le stockage inutile de matériel. Eviter d'acheter du matériel pour une utilisation seulement occasionnelle permet aussi d'éviter d'être tenté d'acheter des marques pas chers, fabriquées et envoyées dans des conditions peu acceptables éthiquement parlant, et en plus pas solides. ","Bénéfice d'avoir des vêtements pas chers, et moins consommer polluer. La contrainte est que cela prend plus de temps à trouver la perle rare. En même temps, je n'ai pas besoin de tant de vêtements que ça et je n'ai l'envie de changer de garde-robe tout le temps, donc je ne vois pas cela comme une contrainte. J'attends juste de tomber sur des bonnes affaires.","Cela m'arrive en effet d'acheter en vrac. Bénéfice pour l'environnement contre la pollution. Il n'y a pas de contrainte au niveau des rayons fruits et légumes, on peut tout à fait prendre ses propres contenants. Par contre, contrainte pour l'achat de produits secs, notamment au niveau du choix peu de choix et du prix car cela revient souvent plus cher aussi au final, ou alors de moins bonne qualité. Contrainte aussi pour les produits d'entretien et de beauté car il faut trouver les bonnes adresses, multiplier les déplacements pour juste aller acheter tel ou tel produit qu'on ne trouve qu'à tel endroit. Au final, je le fais rarement car, habitant à la campagne, cela devient compliqué et chronophage et polluant d'ailleurs. J'ai aussi déjà apporté mes contenants au rayon boucherie, fromage, poisson, à la coupe, mais contrainte au niveau social  je suis souvent gênée de demander de faire différemment. Je souhaiterais que cela soit plus ""banalisé"". ","Contraignant en Hiver, mais je m'efforce au maximum d'acheter de saison. Cependant, il m'arrive de faire des écarts quand même en hiver. Bénéfice de manger plus local, bénéfice pour l'environnement.",C'est pas contraignant mais des fois j'oublie.,"On maintient le chauffage à 18°C, on est habitués donc ce n'est pas si contraignant, mais en effet il faut se couvrir. Donc contrainte du froid, mais bénéfice pour l'environnement, les factures, et air plus sain.","Bénéfice pour l'environnement, la cause animale et pour les aspects financiers. Cependant, j'ai fait le choix d'un régime alimentaire non végétalien pour des questions culturelles ou sociales (pas forcément accepté dans la famille, c'est aussi compliqué quand on est invités, etc.) et gustatives (goût pour les produits animaux). ","Je n'ai pas de sèche-linge et fait tout sécher à l'air libre. Contrainte de devoir prendre le temps de tout étendre, et contrainte au niveau esthétique et d'organisation de l'appartement. c'est pas très esthétique un tancarville mais les bénéfices environnementale et financier surpassent les contraintes .",33,4,Principalement rural,Avec un emploi
"Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",3,2,1,0,4,4,0,1,3,0,"Emploi du temps, place à l'improvisation, zones peu desservies",Pour l'instant j'ai pas assez de fric de toute façon ,Ca reviens souvent moins cher et ça évite la surconsommation ,"Prix, surconsommation, style",Proximité d'un marché de producteur ou inversement absence de solutions autre que la grande distribution ,J'adore les avocats ,Ca coûte rien de le faire,J'aime bien quand il fait frais ,"Je ne mange de la viande que a l'extérieur, car il n'y a pas ou peu de kebab végé",Pas de seche linge ,21,3,Principalement citadin,Etudiant
"Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",4,5,4,4,1,4,3,1,5,3,Nous sommes une famille de 5 dans une voiture 5 places avec 3 sièges enfants,J'ai très peu pris l'avion jusqu'à présent. Je ne privilégie pas ce mode de transport mais je ne m'interdis pas de le faire pour voyager sur de longues distances à l'avenir,Limite la fabrication d'objets en surnombre pour une utilisation parfois très limitée. Se pose la question de l'impact de ces déplacements pour aller les chercher probablement pas si neutres en carbone,"Taille, modèles et styles parfois décalés avec ses propres choix. ","Plus d'emballages inutiles. Ce n'est pas si difficle mais nécessite de s'équiper un minimum bocaux, sacs","La plupart de mes légumes et fruits viennent de France voire Espagne pour les avocats. Mais effectivement je n'arrive pas à me passer de bananes, café et chocolat.",Plus facile pour certains appareil qui possèdent des boutons on et off mais tous n'en possèdent pas et parfois les prises électriques où les appareil sont branchés se trouvent derrière un meuble et là on les laisse branchés.,ça fait des économies et on s'y habitue très vite. Nous vivons à 18-19°C sans aucun problèmes,"je limite la consommation de viande globalement. Maintenant je me vois pas me passer d’œufs et de produits laitiers. La réponse pour une limitation des GES dans le poste alimentation est à mon avis loin d'être un simple passage au tout végétal. Avant de virer complétement dans une direction ou une autre il faudrait avoir un visibilité complète des impacts d'un tel choix (transport, nutrition, consommation d'eau (ex: cas des amandes...)). Hors critère éthique, pas certain qu'un kg de poule élevée avec des aliments locaux et consommée dans un foyer des pays du Sud soit plus ""carbonée"" qu'un kg de protéagineux produit dans un pays occidental gourmand en énergie? En tout cas cela mérite d'être approfondit",Tous les vêtements ne passent pas au sèche linge de toute façon. Oui nous le faisons pour la plupart des vêtements et ne sommes pas dérangés car nous avons l'espace nécessaire pour le faire. Le temps n'est pas une contrainte en soi mais amène le problème de mauvaises odeurs qui apparaissent sur des textiles long à sécher,36,3,Principalement rural,Avec un emploi
"Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",3,2,1,1,0,0,2,1,4,1,le temps,du principal bénéfice : rejet CO2,économies financière et environnementale,pas de réflexion réelle sur ce point. C'est une habitude trop ancrée ,aucune contrainte réelle,bénéfice environnementale évident,un peu contraignant lorsque la box met dix minutes pour envoyer du wifi ,bénéfice environnemental évident ,habitudes alimentaires trop ancrées mais diminution du nombre de repas sans viande,aucune contrainte lorsque nous avons la place,48,4,Principalement citadin,Avec un emploi
"Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",3,3,1,3,1,1,1,1,3,1,Émanation de carbone,Bilan carbone,Bilan carbonne,Moins de production donc moins de polution,Moins de déchet,Bilan carbone,Moins de consommation d'énergie,moindre consommation energétique,J'ai réduis ma consommation de produits d'origine animale mais en mange toujours un peu,moindre consommation energétique,59,4,Principalement citadin,Avec un emploi
"Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",4,4,1,1,1,4,0,0,5,2,"J'habite à la campagne, personne ne prend exactement les même trajets que moi et personne n'habite près de chez moi d'ACO donc pour venir et aller à l'école, je dois prendre ma voiture seule (50min de route, pas de entrain ni de bus)","J'essaie de limiter mes déplacements en avion au maximum mais je ne veux pas complètement arrêter de prendre l'avion, prendre l'avion une fois par an reste raisonnable",Je trouve ce système beaucoup plus écologique et aussi plus rentable et ça prend moins de place également ,"Ça dépend des vêtements également (pas les sous vêtements par exemples) mais je trouve ça pas compliqué à mettre en place, moins cher et beaucoup plus écologique",Il faut juste penser à amener ses contenants,Il faut réussir à changer ses habitudes de vie mais c'est possible ,Il faut juste y penser mais ce n'est pas contraignant,Mettre un pull ne coûte rien ,"Strictement végétal, c'est compliqué et très contraignant. Limité les productions animales (à consommer par la viande) serait déjà bien. Mon entourage a déjà du mal à comprendre que je diminue ma consommation de viande (1 à 2 fois par semaine)",C'est moins cher et ça prend pas tant de temps que ça ,21,2,Principalement rural,Etudiant
"Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",5,5,3,4,4,4,1,2,5,1,"Diminution de la part GES, économie d'argent",Liberté de mobilité,L'accès à des ressources facilement,On ne trouve pas forcément ce que l'on cherche,Oubli des contenants ,J'aime les bananes ,Réduction des frais d'énergie ,Diminution de la consommation d'énergie ,Trop strict ,J'ai pas de sèche linge et l'évaporation fait l'affaire,25,2,Principalement citadin,Etudiant salarié 
"Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",4,0,0,0,1,2,2,2,3,1,Je ne l'utilise seule que sur un court trajet pour aller au travail ...,Un voyage de temps en temps ,C'est facile à faire,J'achète peu d'habits mais de bonne qualité et je les garde longtemps,Cela prend aussi plus de temps ...,Je privilégie les produits locaux mais de temps en temps je peux ne pas le faire,Je n'y pense pas...,Oui et encore moins la nuit,Mais je consomme moins de viande qu'avant et produits locaux,C'est aussi mieux pour le linge,55,3,Principalement citadin,Avec un emploi
"Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire",2,5,2,4,2,5,0,0,0,0,.,Je pense qu'il faudrait surtout créer des alternatives et modes de transport plus écologiques plutôt que de contraindre le consommateur à tout arrêter. ,"Bénéfices : gain de place, moins de consommation, donc économies. ",Je ne suis pas à l'aise avec des vêtements usagés et portés par d'autres personnes,C'est en effet envisageable. ,Il est quand même bon de noter que cette pratique engage un coût supplémentaire pour le consommateur. ,Moins d'énergie inutile consommée donc positif pour la planète ,Moins d'énergie consommée ,Le végétarisme et véganismes sont tout simplement l'avenir de notre alimentation. ,C'est clairement de l'énergie dépensée inutilement. ,34,3,Principalement citadin,Avec un emploi
"Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",1,5,0,1,5,1,1,0,5,1,"Uniquement pour des trajets de plus d'une heure. Contraintes d'organisation et temps
Bénéfices sociaux et économiques","Dans la mesure du possible limiter l'avion mais impossible de m'interdire le droit de voyager, découvrir etc. Forte contrainte sociale",Bénéfice économique et gain d'espace,"Contrainte de temps
Bénéfice économique","Testé mais très compliqué
Grosse logistique : avoir les contenants, ne pas les oublier, faire plusieurs magasins, contrainte sociale : changer ses habitudes, réduire son choix, ne pas consommer certains produits
Contrainte économique : produits plus cher",Peu de contraintes mais je m'autorise la consommation de produits non locaux 1 à 2 fois dans l'année,Changement d'habitudes,Bénéfices économique et qualité de vie et sommeil meilleure,Contraintes sociales et de santé ,"Contraintes de temps (étendre, détendre, repasser ...)",25,1,Principalement citadin,Etudiant
"Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",2,4,1,1,3,3,3,0,5,2,"Je transporte rarement des personnes, sauf proches",Prendre le train ,De pas avoir systématiquement besoin du matériel en question ,la fast mode ça fatigue,limiter le plastique et carton,consommer des fruits et légumes locaux et de saisons,réduire une facture,réduire sa facture,je ne suis pas végan,"plus lent au séchage, mais plus économique",26,3,Principalement citadin,auto-entrepreneur 
"Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",5,1,3,4,2,5,4,4,5,1,"gain de temps, pratique, indépendance, mal être social",coût,"reduction des couts, optimisation de l'outil",achat dans des magasins de proximité seulement,moins de déchets à trier,plus de diversité dans les aliments,réduction de la consomation pendant des vacances,"réduction d'énergie consommée, surtout la nuit","difficultés d'adaptation, peu de choix à l'exterieur","une perte d'espace dans un petit logement, demande de l'organisation mais réduit les couts matériel et d'énergie",21,3,Principalement citadin,Avec un emploi
"Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",4,4,1,4,5,5,4,2,5,1,"adaptation emploi du temps, changement de lieu en cours de journée, destination peu desservie par les covoiturages",famille vivant à l'étranger,"plus économique, moins d'encombrement par es objets inutiles",achat au dernier moment,"organisation pour apporter les contenants, et le bon nombre","je limite ma consommation de produits non locaux, mais j'aime les épices, le café et le thé !",facile,facile,je limite ma consommation de viande et je vérifie la provenance,je n'ai pas de seche linge,32,4,Principalement citadin,Avec un emploi
"Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire",1,3,1,3,1,2,1,3,3,1,"Gain de temps
",Je souhaite voyager sur d'autres continents et ne dispose pas de vacances assez longues pour pourvoir utiliser un autre mode de transport (sauf pour les voyages en France et vers les pays frontaliers),Économie d'argent et éviter de stocker beaucoup de choses qui ne me servent que très peu ,Très peu de magasins de seconde main près de chez moi donc un choix trop limité ,"Produire moins de déchets et ne pas utiliser trop de plastique à usage unique 
",Faire fonctionner l'économie locale ,"Permet de se déconnecter, réduit la facture d'électricité ",Je chauffe déjà peu chez moi ,Améliorer sa santé et défendre la cause animale ,Permet de réduire considérablement sa consommation d'électricité et donc de réaliser des économies ,20,3,Principalement rural,Etudiant
"Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",3,3,1,3,2,4,0,0,2,2,Je prend ma voiture pour être à l'heure. ,"Pour certaine destination, cela me paraît bien compliqué de ne pas prendre l'avion. C'est plus sur que le covid. ",Cela m'évite de stocker inutilement des objets qui ne servent pas beaucoup. ,"Je trouve le vêtement trop personnel, je préfère en acheter moins dans ce cas. ",Cela m'évite de remplir ma poubelle qui déborde. ,"Comme j'ai un régime alimentaire spécifique, je trouve difficile de me passer de certains produits qui diversifient mon régime. ",Oui j'éteins cela fait des économies d'énergie. ,C'est systématique et c'est économe.,Mon régime n'est pas strictement végétal car j'ai déjà des carences et ce pas si facile de tout substituer par manque de connaissances. ,car le sèche linge est très énergivore. ,53,4,Principalement citadin,Avec un emploi
"Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",4,3,2,3,3,3,3,3,3,2,Cela permet de gagner du temps,L'avion est un moyen simple pour les longs trajets ,Cela évite la surconsommation du matériel pour des utilisations peu fréquentes,Trouver un style qui me plaît ,Cela réduit les emballages inutiles ,Je préfère consommer ces produits ,"Cela réduit la consommation d'électricité 
(peut ne pas être valable pour tous les appareils)",Je préfère avoir une bonne température ,Je peux réduire les quantités de certains aliments mais pas les supprimer totalement ,Cela ne me dérange pas ,17,3,Principalement rural,Etudiant
"Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire",0,1,1,4,2,3,4,4,1,4,"Écologie, Économie",Écologie,gaspillage,plaisir,Écologique,"favoriser l'économie locale, diminuer la pollution","chronophage, problème au redémarrage de certains appareils","trop frileuse, souhait de détente à la maison","plaisir de manger des fruits et légumes, respect du bien être animal","Pas le temps, ni la place ",48,3,Principalement rural,Avec un emploi
"Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",3,4,1,3,1,3,0,1,3,0,"Si déplacements de proximité : besoin de flexibilité (courses...), si trajets travail/domicile : souvent des contraintes adjacentes (passer à l'école...), si trajets professionnels : autopartage systématique (réduit le coût), si vacances : voiture pleine","Besoin d'évasion de temps en temps (peu de voyages en définitive, max 1 / an)",Ca évite de s'encombrer d'équipements qui ne servent qu'une fois.,"J'achète peu de vêtements, je les garde longtemps jusqu'à usure souvent.","Au moins, j'ai les bonnes quantités !",C'est un peu de variété consommation de plus 90% de local et de saison sur les produits frais,Inutile d'user les équipements et l'énergie pour rien.,Un pull en plus ne gêne pas (et en plus les acariens n'aiment pas le froid).,"Ponctuellement végétarien oui, systématiquement c'est renoncer à des habitudes profondes.",Sans sèche linge depuis toujours.,53,4,Principalement citadin,Avec un emploi
"Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire",2,1,1,1,4,2,2,1,4,5,Contraintes : horaire école et crèche et travail,"La France est un joli pays, pas besoin de partir loin pour se dépayser",Gain de place ,Avantage financière,En cours de réflexion pour cette habitude...,Envie d être en harmonie avec les saisons,En cours de test ,Choix personnel,Je garde cette liberté,"Deux enfants dont un en bas âge et pas de place autre que mon salon, on a investit dans un sèche linge depuis l arrivée du 2 ème... Qui sera sûrement revendu quand on déménagera... ",36,2,Principalement citadin,Avec un emploi
"Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",3,4,2,3,0,3,0,2,4,0,"Non véhiculé, sans réelle contrainte. Utilisation des transports en commun ","Éviter de prendre l'avion lorsqu'une alternative est possible, mais ne pas totalement arrêter ",,,,Acheter au maximum local sans pour autant me passer complètement de certains produits qui peuvent être consommés de manière occasionnelle ,Déjà appliqué,Mesure déjà appliquée ,Réduire au maximum la consommation de produits d'origine animale sans l'exclure totalement ,Mesure déjà appliquée ,27,3,Principalement citadin,Avec un emploi
"Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire",5,3,1,3,3,5,3,0,3,0,"Pour des longs trajets il est clair qu’il soit préférable de faire du covoiturage, s’agissant de trajets le plus souvent prévus longtemps à l’avance, il semble peu contraignant de partager le trajet a l’aide d’applications de covoiturage. Néanmoins au quotidien, les trajets sont courts et s’ils ne sont pas réguliers (au sens où l’on fait toujours le même trajet) il me semble très contraignant de devoir partager le trajet en voiture. Dans mon cas je réalise peu de trajets courts et réguliers. Pour de courtes distances je privilégie la marche ou les transports en commun si possible. Cependant je ne pense pas être capable de sacrifier du temps et de m’adapter à l’emploi du temps d’autre personnes en considérant mes trajets actuels. ",Il y a une grande diversité de paysages etc en France et en Europe accessible en transports en commun. Il me parait tout à fait envisageable de se passer de l’avion dans un cadre touristique. Concernant les voyages non touristiques mon emploi du temps n’implique pas de contraintes horaires majeures et je peux me permettre de passer du temps dans les transports également. Moins de pollution mais perte de temps et limitation dans la distance à parcourir.,"Gain d’argent (pas besoin d’acheter), moins de consommation mais perte de temps et nécessite de mise en relation avec les preteurs ","Économie circulaire, moins polluant mais moins de choix, pas disponible partout, peut être polluant, envoi de colis Vinted","Écologique, pratique, moins polluant à long terme mais vrac parfois plus cher car l’offre la plus étoffée est dans les magasins bio, prévoir à l’avance les courses donc les contenants, laver les contenants","Bénéfices environnementaux et sociaux évidents mais il parait difficile de s’approvisionner près de chez soi, en particulier dans le cadre de régime flexitarien je consomme une diversité de produits qui n’est pas disponible dans ma région et dont j’aurais beaucoup de mal à me passer. Je privilégie les produits locaux ( si leurs prix ne sont pas trop élevés ) dès que je peux mais je ne suis pas prêt à me passer des produits non disponibles localement. ","Diminution de la consommation énergétique, économie financière et bénéfice pour l’environnement mais nécessite de prévoir et surtout d’y penser compte tenu de la multitude d’appareils électroniques dans un foyer cela peut être long à faire également. ","Déjà fait, cela ne pose pas de contraintes majeures, bénéfice à l’environnement et à la facture énergétique.","Transition difficile à réaliser, non encouragée dans certains contextes ou les habitudes de consommation sont très marqués (repas de familles,…), régîmes difficiles à équilibrer au debut, nécessite de réapprendre à cuisiner, manger mais bénéfices environnementaux et bien-être animal.","Déjà fait pas de contraintes, uniquement des bénéfices, diminution de la facture énergétiques, moins polluant ",20,4,Principalement citadin,Etudiant
"Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",4,1,4,2,0,1,0,4,4,0,Lorsque je travaillais je n'avais pas d'horaire pouvant mettre ce système en place,Avec la pandémie les voyages sont difficiles à faire.Pouvoir d'achat en baisse.,Dans notre vie nous avons appris à nous débrouiller seul,A la retraite les besoins sont moindres donc possibilité si occasion se présente,A  ce jour je fais mes courses sur le marché fruits et légumes  sans emballage.,J'habite dans une région où il y a ,Je le fais déjà ,Je possède un chauffage économique et dans la région il est allumé entre 3 et 4 mois/an et je chauffe à 21°,J'aime manger,Je n'ai pas de séche linge et en plein air le linge est aéré,69,3,Principalement rural,Retraité
